x,y,z
-0.28434608131661787,0.5663674015859357,True
-0.5743601247030701,-0.7096534617966153,True
-0.5533615537546956,-0.8826031480241057,True
-0.1608724165383446,-0.8820108382889233,True
-0.8541795578438665,-0.8960575402639492,True
0.3016781402733846,0.031972176883171555,True
0.5113722979018749,-0.19000755980137307,False
0.8642024526236245,0.9992991875403874,False
-0.24719168083600418,-0.7828599788947115,True
-0.4061454331009331,-0.34523139501043776,True
-0.25611137501169967,0.9956598641162049,True
0.6553987176072684,-0.19777121652390117,False
0.8022790705005896,0.7666715329462521,False
-0.1453924302850076,0.13827716105486765,True
-0.9956211383537568,0.9064817792888331,True
-0.9160695108706596,0.7707744883104732,True
-0.7164252336744708,0.5585711831638895,True
0.19647437021033332,-0.9363838739276551,False
-0.7870789559762783,0.9252370595669526,True
-0.4056820276513642,0.03927088846280502,True
-0.8832160201757344,-0.584417977092011,True
0.24264972050272315,0.7501956134773013,True
-0.9546390477504334,-0.5516970419948084,True
0.7101093722633134,-0.7226813469261808,False
-0.38732559426745516,0.45047857501240407,True
0.5175668895078083,0.9475778190149944,True
0.12655022027973217,0.07096375319069526,True
-0.9236716356427037,-0.11040400399901884,True
0.13103344811967577,-0.9557776439629799,False
0.3177469772964172,0.21197668063098907,True
-0.6334673012146443,0.9295930479133603,True
0.5948226161822772,0.9351829619338703,True
0.22473485893789769,0.8600576185210798,True
0.11130676889947377,-0.6306403360079353,False
0.25898308924476865,0.24592431672288173,True
0.37236015066220407,-0.17407466047373577,False
-0.5192349249544268,-0.27387759558903224,True
0.5758555759590793,-0.9267941173103169,False
0.7129549141191416,0.7362974191437557,True
0.45559203119723835,0.34565642525629836,True
0.3846902868319222,-0.8250567718765527,False
-0.055298121859630456,0.7739318784727891,True
0.7137458838690016,0.5649291015307933,False
0.32948666780861213,-0.36539117747407945,False
-0.33324811544935096,0.6366275747740138,True
0.036290998512626516,0.01511013648469639,True
-0.2106228331096549,-0.9576133964638638,True
-0.9379008032872773,-0.1329564835424366,True
0.15367968626624173,-0.10737388809241177,True
0.7005034906977217,-0.5223600211855404,False
0.9029777303472901,0.6604914636821508,False
0.3659575942165334,0.48952835322610655,True
-0.8476749036079441,0.17295800192033117,True
-0.17984411445502602,-0.01426429486903591,True
-0.9161972024565266,-0.025288240317614008,True
-0.6516263368492416,-0.46651860815415924,True
0.13080401112950701,0.21002220287943385,True
-0.6542176588002793,0.507087441980574,True
0.13322095588889238,-0.45883154409353266,False
0.028008505899082214,0.04460656626495196,True
0.7377417750947537,-0.8033429395728777,False
0.4406944958619057,0.4272733499389574,True
0.8071826941405966,0.7680811880319642,False
-0.4447700035332558,0.13410884245600663,True
-0.4866691356370241,0.988963157794464,True
0.3994065257228214,-0.6425204594748837,False
0.8031377924978789,-0.9755998274111439,False
0.9673846502431562,-0.08600303888583838,False
0.28182562485248996,0.8635038837099016,True
-0.3399852229295781,0.6920493764357494,True
0.2133504324583202,-0.05334024785947977,True
0.6443195771517811,0.8051100520954704,True
0.2559301309223232,-0.5480089473252705,False
-0.7641538849985794,-0.3916925226868273,True
-0.42824465329768735,0.42998776302704633,True
0.9734944306757292,0.448182966875754,False
-0.13639830301815126,-0.9626471211526371,True
0.14846882756612878,-0.428373793282238,False
0.05448415334846035,0.16097267049077768,True
-0.6046939012449746,0.8615732641803395,True
-0.6685831355503318,-0.32200619664247365,True
0.00198091584439708,-0.7598337538606679,False
0.9804081201706285,0.032545417051504266,False
-0.2120163773827064,0.39841412662266795,True
0.4280265305532298,-0.4027186458470502,False
-0.6481914611534545,0.7232192305583556,True
-0.8586076424991147,0.8116143907857478,True
-0.6847538273750053,0.5371665036955691,True
-0.6768839729823282,-0.4775367185249888,True
-0.4327258354757215,0.8769111923932977,True
0.07341205112813198,0.8772849110266934,True
0.546477429786421,0.4900890942157552,True
0.7606871625544087,0.8214700856946207,True
0.2747828939148105,-0.5255505824109294,False
0.7052044805091062,-0.010065295759212445,False
0.19591074304885403,0.6197566776198695,True
0.38769332060412576,0.9091315676509939,True
0.07435334629320245,0.2749665090479392,True
0.778460166931392,0.8216995054513048,False
-0.8954671474863607,0.38427350239153557,True
