col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,flight_length_minutes
0.8822933334777815,0.4203026390804403,0.06773290964423995,0.8114177347597817,0.11930692028118428,0.957587778274251,0.07233918523443916,0.3088728283560699,116.84894006409019
0.7216395243010267,0.5778265961193384,0.02302302960713065,0.8060785946437141,0.2763603264204293,0.5284009953575395,0.6795142425632495,0.5793191845543075,114.63000495739585
0.7816217811005972,0.30861098321909,0.7462943156997642,0.14492507868454962,0.768673457387785,0.6708682516767718,0.17347841506304917,0.3384651596367504,107.97424561502918
0.4879073819968528,0.4422287036993633,0.5802743533391207,0.0025878229969641398,0.6101005014279087,0.3074822142296292,0.414756723823541,0.8488600409872639,111.27220606705417
0.6788107916787277,0.26612963135702716,0.34849730512924926,0.1246732344515028,0.32447788262331767,0.7795156759220127,0.37150729064958166,0.4179908116723805,108.79213834296664
0.37010962680294923,0.5706139190494285,0.46838495386356493,0.7588880182613543,0.23005874999801446,0.2990871860973219,0.5592398566680863,0.5506340444896175,120.3729069213081
0.0343412088132814,0.35646219693751,0.40819894732855355,0.15372367258851283,0.14140484930781738,0.35264688636384955,0.7188152223570774,0.6258097275520302,108.83739397940465
0.0011950211330674643,0.7526086526725527,0.8463088757502802,0.1238562685263096,0.05048094004953485,0.5298276595416119,0.16533886923676355,0.3947652898360512,117.7112666122397
0.9136062369057006,0.8712614843881374,0.566204893210817,0.00950028794606017,0.8755849320564378,0.40025403981579444,0.348946325823732,0.40387347749690083,116.76933746835753
0.3331670952214645,0.530144938689405,0.26123349468479296,0.8242396979505683,0.34923540525194774,0.5638163329624205,0.874251823418082,0.7776379706214106,121.61564921298014
0.20527616219782296,0.732988235213457,0.13437425373068046,0.5064899872312298,0.7958554680918931,0.44440532544047484,0.6263054328498807,0.4303308846819417,120.61277496253022
0.6019131683957266,0.348375077528715,0.5261663124904048,0.8882909326388269,0.2684885919626031,0.9002907420009453,0.5239568945522959,0.9907318571071774,113.65191082065743
0.49741981299975757,0.4417644874901203,0.1688223630709932,0.9887337405913099,0.9671991432649677,0.9322839390981185,0.43752520804532546,0.638411592894498,112.15075540255256
0.5017773619474468,0.06717735940510561,0.23441423180674903,0.18927514745809626,0.6789649155275815,0.8379042795367946,0.10793760221713478,0.3181228036801401,102.01314496687672
0.28581136349099556,0.363758368165506,0.9853782507938821,0.17857458740846632,0.35749207690379037,0.37171474626230583,0.6645718608240189,0.73121401120712,123.37529214431493
0.49632664160196327,0.8272562590518602,0.9711793868990641,0.6483852313003973,0.2984737786068843,0.030131038940138466,0.8067353217416957,0.6200246584836436,122.9501135461384
0.28991023545157624,0.7682297331874035,0.7646223906673805,0.9291829205577092,0.744391922569873,0.8221730643737757,0.044958596303396936,0.8167875153395574,112.20280990415439
0.6198945126163752,0.5431787514268829,0.6092143966329592,0.6299277891357652,0.7902342197599815,0.2058954169200553,0.8272579912453872,0.2457895892035773,119.97000076106528
0.5960496443718016,0.4320689055116159,0.779135444662846,0.06445024317688564,0.45791640868042804,0.38870510764485644,0.15664324373783134,0.591240507625247,111.5708550044516
0.5661030114023764,0.19711271144787745,0.6068359810459515,0.5154304177122163,0.18185095390363115,0.728276333584378,0.35054261993416036,0.7384987645479762,119.93504070144031
0.38712707329064355,0.08346728986166285,0.680003285056477,0.24776077792279183,0.10860461712833624,0.08518398319800602,0.8153608057444557,0.530722560992934,114.9619189863139
0.9214575148928175,0.9501651847013322,0.7609523601512287,0.8498164701350752,0.46934113211365847,0.7330141744216999,0.1903115965123311,0.16976172526799238,123.62528780061925
0.5678708008535206,0.521001705643059,0.668407327190302,0.6357627443826049,0.8556858452260051,0.45002803115211376,0.4612406633843148,0.5082532871991233,113.54538734330825
0.5367231980717829,0.3734758797323251,0.19640566328934628,0.4236527552800087,0.6432832602209068,0.16173144854538646,0.6059937583314933,0.7395533609243308,117.79550017912158
0.6670456437088422,0.14046360147713643,0.09859335462383445,0.008809091722192575,0.465851738259741,0.20540872139227995,0.03914764461037945,0.8461032699376787,110.98231499599477
0.568404588773162,0.5217202491816945,0.38554367849964843,0.5374395157321004,0.4804007573914526,0.0023883463793726856,0.29794924527044075,0.6009821576756965,107.67134064592061
0.8353411486452755,0.7954540004450387,0.396560473040105,0.8182166730788695,0.09917442660632858,0.7505735999930798,0.41916295797739445,0.689909922836209,116.76487144735107
0.4424131686771605,0.14295198312548163,0.2454926730596768,0.558374136597263,0.21508400401939654,0.6866371665820098,0.21718598500595543,0.7841393096424519,112.94605163003358
0.17151992139133754,0.8039490341067833,0.018341292053522973,0.6134856070171157,0.7127741443394308,0.296283487700032,0.316963728404264,0.2866295201563335,119.24393653093409
0.8491848655816981,0.6566418661091421,0.4921553873658242,0.7398071551020412,0.25257714017010413,0.31728477650365605,0.9848868286751624,0.21275383442934415,118.43461735384439
0.10298478008155998,0.4398239030686405,0.4049784429899572,0.5117237286089539,0.7589927308856456,0.11514790207856274,0.37702482449441543,0.7580471216556526,116.04616915874806
0.5291543321607102,0.31568544730329695,0.5220811209955771,0.5085284964193371,0.03377873140794041,0.8537401355748429,0.47636878437936825,0.3582439247806658,115.9273538621057
0.9471673602364968,0.9165621831683348,0.3755904332653668,0.9217249353702657,0.4305113578151576,0.9366490331935161,0.24613090815220295,0.6899354016697911,122.77361512226474
0.7699702383340041,0.16115594328373128,0.9107600873755086,0.05558207449615171,0.5634172096964268,0.8396798524081611,0.5132469010776162,0.38772690314634395,107.9313625812353
0.21326942630697698,0.87364414436253,0.958800634390109,0.06320064185646845,0.37990219811240367,0.6396997630174593,0.40039882126929827,0.5571079851062544,118.9006180012535
0.06648442235274155,0.3120375912927559,0.43759699488644044,0.6778476365213186,0.39789643082015946,0.01013111542720413,0.5146093647690548,0.2754739903626152,110.9743140454965
0.9116138982047585,0.7869787942479554,0.948382729463939,0.9212752839989204,0.8699164354729774,0.049902615603775846,0.9239621738114253,0.3877310728000689,128.4622051986481
0.3523617251579386,0.856564794289763,0.650819437340482,0.9420718290385296,0.4354894413705023,0.7663506743773226,0.695127631933602,0.35796555608580494,132.05790534734192
0.13464120407057933,0.03333131027683334,0.9502311409907584,0.9222430766930703,0.8394115191516859,0.35621097736588947,0.8148439679506071,0.5996051784082346,125.24990443127108
0.8235594711340425,0.6712517703745885,0.48889916490053786,0.6041000724007127,0.5604167917026048,0.04003646226599078,0.5926304603978265,0.48829744229884586,123.54189158782069
0.6829673047155854,0.5824477569757289,0.6567959199213496,0.9042065965443279,0.2148512096772508,0.6096293411297931,0.6371012191928982,0.34038662572750966,133.69450005701657
0.6438991376936972,0.5826014366895652,0.6174686316727163,0.8710300037771223,0.8197494844930271,0.7152466817995144,0.9936552143162678,0.21822775189484522,131.81832466568608
0.8864659322060886,0.9797721114993106,0.8191334005161002,0.4827506544866176,0.517791006089934,0.1859548841968337,0.6434524264226877,0.11436050375851015,122.48106193915685
0.06002599721115498,0.5981610266505918,0.6948979009728219,0.08793407012473387,0.8545364393894208,0.09734610695176493,0.7372100935766323,0.08255230604363983,119.50707053337406
0.5488987307472344,0.42533576373911397,0.49112593754646705,0.43002777066655984,0.35793851521803566,0.014666623191749495,0.6509340852924295,0.03926598290247252,112.65796605021654
0.7705361504023301,0.35694408577015824,0.7925664085851675,0.2060652545341347,0.76380039306691,0.06475541122509021,0.19550937793065415,0.7959783191169194,108.99067231652398
0.7520720528446369,0.7816031642754839,0.2375029108912975,0.5898210095189359,0.7342731553591126,0.4174269221313526,0.6397826332888044,0.5199688128348028,126.22687213510943
0.07664843083583239,0.6769819977209973,0.13993037135207764,0.15928667384545725,0.3361965015153785,0.94940123996891,0.06219002466307544,0.3486652167866616,108.29247170684381
0.07258583782943484,0.7272605360132435,0.2797565473946658,0.23146652335118956,0.11061105084871237,0.2623569720451915,0.40685223946360205,0.5240406644068009,114.84068742153033
0.812316169649053,0.381811669590962,0.8370998292159159,0.5054205049571937,0.06851549626851838,0.9879409524256421,0.6322054135765678,0.6316526801042792,112.81658863615607
0.39537853551774693,0.8068874006593632,0.9953081490782417,0.8264073555549377,0.9090653422703638,0.11644203952120447,0.17268671949146175,0.010406817255541934,123.54734695640062
0.4388212274322858,0.7238622911145319,0.47182644520602035,0.831126970407555,0.8129568688599446,0.07627959904027548,0.24167755140601654,0.48194935173490583,121.64569984230738
0.006010416739066771,0.08069771825770566,0.9967042705614028,0.38161539955654367,0.9139672182356862,0.7216351473233414,0.4019589591340553,0.6426683967601708,118.79310903772613
0.11259908971155819,0.21085300604961932,0.2677007317589577,0.6237016776172972,0.21139565387468928,0.08605252522520823,0.4509926219761834,0.8334942617330452,113.25281915178901
0.8249208974112484,0.7912928625095252,0.7147729440305456,0.8928187800018331,0.6058009113560293,0.9450685770155675,0.5775452273151538,0.03312432789177722,128.12372258951183
0.37568209523985363,0.7161385010688625,0.3787090886753949,0.44735482897151746,0.3633232733646965,0.08023641904621837,0.43250035338033366,0.9420607214953026,117.74486424163565
0.8600684260414725,0.7279975100953077,0.9735659189949306,0.25928671421619653,0.11100023754532917,0.13354987006879204,0.3012150165274118,0.22223181841354678,113.79551071594214
0.03997219873038327,0.7521689744492416,0.5644103716791019,0.053979423195991694,0.0013477643973918152,0.5103843979626935,0.4313298446089029,0.9373682594822204,116.93250368773984
0.5965437928214156,0.34112217652181565,0.3125435263770381,0.022731600943618258,0.8242483067160743,0.05267592928531917,0.4953889744163973,0.9699081020677687,102.61982980684003
0.058267617351348444,0.9981886284664846,0.41957360701136737,0.2026960346051686,0.7008422010800649,0.13853973678034748,0.5499025771361068,0.8698587440186119,117.03034673662198
0.11178065121248237,0.9827617036427918,0.7236825612970927,0.7275435621736461,0.22477972072407326,0.6409529922652349,0.8866263481653893,0.869623459972522,123.19350435926815
0.8911430085354846,0.5873191584495698,0.5042628509269818,0.7025252621897041,0.5688100214991476,0.04752278031601953,0.12118179408549046,0.4761647854243376,113.85386042970389
0.6146521917337768,0.3880968208217812,0.6108996303165628,0.20974104707863517,0.7392012816557538,0.3877623115215756,0.27656732994641375,0.11806213313364644,114.25512819143309
0.7598543811839505,0.417270087647554,0.7247892352103816,0.8788740598231858,0.5031538143661772,0.41650715852287534,0.8676965847530062,0.8218682218661899,120.00850864393314
0.6970923521971518,0.11341287113011922,0.05843187029915775,0.2532919047734634,0.4796378545745682,0.3399676660584252,0.27661530749036123,0.780733818017278,110.31071428934086
0.39914374834848165,0.43052013493085617,0.6982652246346175,0.8787669338690689,0.9732698962052891,0.023548180924152673,0.3059832477342843,0.4152125212287848,122.99063542101663
0.22951636022812472,0.6284948217769376,0.9078231284167309,0.22613292761381343,0.6439553875499047,0.3866414347229882,0.38432817469599057,0.33187658150554744,120.02073731167813
0.9883341873876182,0.418662786376671,0.03359714591674512,0.12333623840176033,0.2309783871868989,0.5734099781302905,0.857142962092218,0.3679826332861449,99.8520767663577
0.05888052648094977,0.8185599234109242,0.24409883151295986,0.1528157262225206,0.004977627040769761,0.9963439372695009,0.2561516849019936,0.4540451464493568,115.83655883667352
0.04177211301907291,0.9311254188812736,0.19137941086328292,0.2763624930881756,0.11069368837463667,0.4118618092317462,0.18210200318907577,0.31030651773020346,113.73974582548745
