col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,target
3.0229745617294785,-867.858102126052,22470.0394681943,-0.06615187641331205,28.639251911110012,7.429840509046787,7.839284545305864,2.8223204629447363,False
-5.976586940413622,-714.1262308607322,628419.5630400834,-0.013613640395613219,92.10694437814486,1.9559428488181174,2.6932608686719774,4.211061457231969,False
-0.291734031185344,-435.26429006226044,570709.2132102598,0.03871031271565423,59.66543289701929,0.6493561220597655,5.060902908425632,9.841876052252683,False
-2.107016344403421,-259.91754028774255,953458.586373203,-0.058298638014663506,31.903311564440344,0.20576988142400054,8.232169713931995,3.3882038383508464,False
-9.410754573172781,-215.43581604489316,92824.8990394464,0.07453736117856341,63.56862712967282,5.375454926382249,6.085865199147209,9.401998980176458,False
8.398684002050175,-616.1941335052891,404341.1891756081,0.016863106026392433,87.58377097337357,9.357199139969266,1.2542794063796903,0.9420191359836283,False
8.16325551920658,-144.34680935304414,293546.5007459723,0.052007934935456135,81.97986091964188,5.0547327149384795,5.697460537463872,3.3692869732801,False
3.1522458086708625,-512.7392603448516,472056.729675083,0.01994889640853237,11.859981574801498,5.399244794949807,9.890147921304099,1.8226722075924062,False
8.30394128754535,-823.3135389972402,724916.3100649469,0.06465243454575764,7.781175418296915,7.1474712593113665,4.708684613117375,8.22573611497542,False
-3.3289879603536825,-201.8455137235635,204831.2867563232,-0.02339626909391608,39.48176635771031,1.9973855202867175,8.399862177167375,8.968878080559158,False
-4.842800038399866,-173.82374590123516,889405.1628363901,0.026129126576322437,82.23987554695833,5.546302765798762,7.659724219632341,5.205011704029735,False
8.755363077099421,-193.07780784826525,162437.26666319056,-0.01923133381246145,83.10191271498469,1.3060037578099015,5.177872265159386,6.726594844674151,False
-1.2751601026991857,-112.13945759392652,659082.9283899004,-0.0033871119229814395,13.376732314838101,8.880669566596918,2.6373944426080245,6.795432523049386,False
-1.629804615567373,-252.9991744333861,908142.9247358016,-0.06005233048736065,73.95917667388085,0.21632696072689916,4.701597561026936,8.723712201834545,False
8.684161235061108,-893.1192146779049,147339.5120350341,-0.08899117237897947,28.567723477438324,8.274429233199447,2.82623631136902,5.087927931726418,False
-8.290098192787896,-873.9659793116331,634724.6301163887,0.05376647556828282,91.68219369355896,0.9209330989974884,0.12123844842272136,0.2756898452722345,False
4.040202369484344,-360.1080117240904,513872.9947611538,-0.07463090356799212,84.86517685157519,0.9833907402171549,7.735771741088,8.242640362579731,False
-2.127913321068096,-288.73644320429537,380255.6728996704,-0.0761910237762315,71.94944172305883,0.07876020987193866,7.0538680200500075,5.468920256746573,False
8.724893734026235,-711.5111926414296,688598.101523618,-0.004117597445237681,5.061337042039454,2.7812430666578356,7.005922193105515,4.491885924143093,False
5.838029579464344,-648.5375188860714,559588.8642207464,0.04043044925614661,64.52524860493394,7.453211364622656,6.0741643073509355,9.040556091035473,False
4.861750124766903,-508.0659280503581,12359.943568548442,-0.013832999785846622,51.29305212514026,4.968764669604415,8.53628281640862,6.297043259525093,True
0.939475624894131,-584.579326802899,48808.640340067235,-0.09384265979815772,93.76614862419446,2.353706141701599,0.7978451517333851,7.980570766729578,True
7.820701294620591,-602.5493971313056,533140.1076565685,-0.08455974954969823,44.0514380416444,0.7337034954208999,9.828850879926874,1.668708854051174,False
5.255419502640438,-645.5915657672707,390363.84226847783,-0.07844669371563016,72.16604099310341,9.360069327403238,1.9245636738094718,5.745265697942114,False
0.36602180061888134,-294.712673635128,508801.156763141,-0.039974293984079395,88.8945915862652,4.184142085574994,3.1873738597588996,6.865771001715071,False
-6.615174425817576,-849.6883773347375,938168.1134240758,-0.0983501945238319,59.02969354936804,8.422507387354711,9.970789415935414,7.501352902155972,False
-1.4266852853279115,-109.59092893560182,815452.4505483124,0.07249707066906061,83.69461261830341,3.3055173502911996,3.0960339015452987,8.04339040025173,False
1.2987663338159123,-415.77457027782623,511285.59325567476,0.08034525549268853,60.94764033955649,1.9221781796441462,0.16536929714152326,2.6040070961019355,False
-2.511880248466749,-294.78934774639004,853071.1053410671,0.09588492808080065,6.979345934568135,7.1424253368303905,0.6593829433069975,7.381770256788837,False
-7.464404877730129,-569.1892718820675,541684.2370729373,0.09020988854800352,17.475816889226888,5.973004193208482,5.449183592787223,1.5844567386700037,False
5.934486251196297,-483.44120169192,263696.6977147048,-0.030852276807447607,51.98984967258859,1.4667293238108536,2.3450935872813194,6.355178092197919,False
