x,y
-6.169610992422154,-22.369883091247168
2.4421754207966373,5.205884997669087
-1.2454452198577108,-11.569648868958701
5.707171674275385,18.257404570397412
5.599516162376069,7.43728699119724
-4.548147894347167,-26.844160328613683
-4.470714897138066,-31.634949160869446
6.0374435507003845,3.4345849620148474
9.162787073674103,24.021112633405043
7.518652694841894,11.900381669912358
-2.843654600842667,-21.289091916565155
0.019902510469174572,-5.7139873062133235
3.6692587034427255,-7.544134157512881
4.254040539658003,-1.3329288540405102
-2.594984904192101,-15.455311834631793
1.2239237213124987,-1.7959592652339245
0.061663306156194864,-5.786276008641791
-9.724631008186355,-36.891527546304204
5.4565324322474815,10.243902198740445
7.652823812722332,23.86632353757616
-2.7022803219725544,-24.355683234920797
2.3079235686698745,-6.820370624690261
-8.49237516714047,-25.680530660412018
-2.6235198799605097,-28.119425841033866
8.662802039650433,22.992210153145894
3.027562864531548,-14.603033998641587
-2.0559484454769166,-19.773966161520946
5.7746028588149105,13.317119023797254
-3.6632775566225746,-22.621295598677733
1.3619730525213836,-7.3714841357617225
7.382547791224518,17.592891408725205
-1.2765315220864117,-28.37758648939215
6.0429528416031815,8.505431607415233
-7.124663509708709,-28.21523685450849
4.085219422366709,0.26820183205335413
4.091626163791451,-2.6667746926017797
-5.624157886518228,-32.33554563114936
8.4973525723113,18.982118551661234
-1.157184891916467,-27.095656868655304
8.186319179449452,17.70864233145768
-8.803815544402962,-40.24603866181286
-6.3142583237237275,-31.334905314899824
-9.052894423969697,-31.605856970478975
3.497618871646605,5.921894004618666
1.8924955986889778,-2.4060652439018915
0.6662032599750116,-6.791577185719366
-9.133518746103931,-30.871538371431466
1.228661601267957,8.834260544573477
-3.406631087581699,-15.102831157195475
0.05933666225236678,-17.51822066848443
-7.7621136485119235,-49.96846608249665
2.1438741243696917,11.87359651283368
1.318892861010628,-19.926112412731257
-9.864718760199944,-29.911086641363717
2.3488341760859406,3.42598588368081
8.242457728663087,11.68888691361023
5.810482661140668,13.051945775434806
9.84162932376723,12.722117798060768
9.176035243057331,26.942605330011425
5.839282705832796,3.3231592964387406
-4.294980799509805,-17.277680551204575
2.4983341061182216,5.368506884133988
-0.4381240865865088,-12.288199529094088
-6.086496426682036,-9.333340249325797
-2.3536509593698707,-13.091809468128853
-8.922526297075269,-30.394819957906194
-0.9670318347828193,-16.69326262535394
9.64009483043909,18.46671875938983
-7.52114599026074,-21.701059905925753
-7.612382041475032,-39.27581591775873
4.770461122866935,-12.677578624142635
1.7460726692796928,-7.429801515626901
-0.5673493135926435,-18.795802760660955
-7.857463656122674,-30.898807521175947
-5.415628690787642,-21.952615473140924
7.999303896733508,8.047268746710914
-1.664929243946137,-17.556418789765445
0.7170332506323174,-15.178491138235376
-9.875829668257412,-46.504835404626164
-3.9871658845939777,-20.15361375991189
-1.2621365564877962,-8.756203057157034
2.2429799413151503,-1.7791053858699517
8.36396150761146,22.711711283707356
2.514733399250705,5.449300858498586
4.119951301635465,1.7789873932049924
-7.003325680201455,-35.41480042911172
4.921268182734334,-2.7414163645418324
6.620139848670757,-0.05215295474607018
2.6745153790195815,-0.8589876706908981
-1.2338023775514486,-15.485558987714153
-6.948544506509893,-13.856098410781254
1.3681923049438023,-4.917235611097962
0.5644855517012104,-19.58199726427852
9.028575275071866,28.46961344739354
-0.39281642979967835,-28.361289590547912
0.051191267651006456,-20.62668630470902
0.7375638584881941,-4.878791970082231
6.384041341283165,9.034107129412737
-8.857687238222802,-26.393901086298726
3.3884348614909765,-11.431228286434171
